Id,SalePrice
1461,117012.16594307164
1462,157438.06928803003
1463,192566.45736481066
1464,198487.19806801595
1465,206402.79273037706
1466,167845.76190149903
1467,176107.88985850438
1468,155029.49409755412
1469,207471.36922195496
1470,117941.21355466121
1471,158763.65292122948
1472,92432.06173576685
1473,88761.1333466764
1474,146319.7086501005
1475,96452.22125452879
1476,381643.2188109853
1477,264097.0313296124
1478,316317.38009651855
1479,307127.36862068233
1480,459816.7899630355
1481,312103.3217768382
1482,208683.5681681853
1483,186346.39610088628
1484,165409.39640587717
1485,177164.2348590986
1486,187679.34406124405
1487,343854.38288730173
1488,217006.16809861336
1489,208109.66173442506
1490,261653.74570487277
1491,202840.78120307662
1492,108874.26482745005
1493,194653.79435882324
1494,312425.71444694523
1495,293310.9404449047
1496,242926.4533141579
1497,176626.26053946835
1498,179543.34158228416
1499,157823.80652547354
1500,147904.719064534
1501,182090.75035708622
1502,119967.61519705782
1503,346936.5154049715
1504,232382.67488014966
1505,224055.6410664046
1506,186556.5284595955
1507,257019.11164309186
1508,203019.35198996862
1509,151747.09406003277
1510,145215.83761203793
1511,162232.295602096
1512,170926.64775033027
1513,146508.0956729232
1514,163834.0051900103
1515,200492.81426497668
1516,157989.3320924596
1517,180385.49338039247
1518,120109.34939391748
1519,221006.7004916762
1520,116767.40026348937
1521,136053.2373545955
1522,181429.97242634345
1523,106915.38385703892
1524,121216.66434653706
1525,120825.20791439072
1526,102254.2469674152
1527,91714.1357125188
1528,131484.97569855966
1529,158116.32848638715
1530,206593.29862275557
1531,114383.1876350736
1532,93051.73831076403
1533,169825.71113674375
1534,136406.19711269136
1535,158636.67583547733
1536,95329.01758852997
1537,54908.85570410229
1538,165460.2991959251
1539,208076.85237316517
1540,118259.56148883195
1541,147725.0408174556
1542,174223.05555257964
1543,179297.02250000168
1544,74783.98232375187
1545,106273.13551452532
1546,139165.49504260352
1547,139962.3215703413
1548,147984.82062996563
1549,117175.54509230115
1550,142979.4910484263
1551,106348.13780680751
1552,156001.51727756966
1553,163876.56711945147
1554,95256.36270603066
1555,153523.71861627215
1556,45581.84484965584
1557,147967.11444832804
1558,106571.85455067903
1559,50160.496920218226
1560,124272.95328997124
1561,153516.44747601234
1562,133982.9653502203
1563,129326.00407634841
1564,156842.52917010296
1565,154978.2346454953
1566,228611.6411939644
1567,70790.4682435872
1568,222082.93544839678
1569,147732.55071514857
1570,130696.50006459527
1571,77053.9761101594
1572,150333.50411334337
1573,258826.07561042343
1574,142473.41627157817
1575,248530.5323623766
1576,234216.18818368408
